,G,p1,p2,post,pre,x
10690,True,0.93,0.43,0,0,0
10691,True,0.93,0.43,0,0,0
10692,True,0.93,0.43,0,0,0
10693,True,0.93,0.43,0,0,0
10694,True,0.93,0.43,0,0,0
10695,True,0.93,0.43,0,0,0
10696,True,0.93,0.43,0,0,0
10697,True,0.93,0.43,0,0,0
10698,True,0.93,0.43,0,0,0
10699,True,0.93,0.43,0,0,0
10700,True,0.93,0.43,0,0,0
10701,True,0.93,0.43,0,0,0
10702,False,0.93,0.43,1,1,1
10703,True,0.93,0.43,0,0,0
10704,True,0.93,0.43,0,0,0
10705,True,0.93,0.43,0,0,0
10706,True,0.93,0.43,0,0,0
10707,True,0.93,0.43,0,0,0
10708,True,0.93,0.43,0,0,0
10709,False,0.93,0.43,1,1,1
10710,True,0.93,0.43,0,0,0
10711,True,0.93,0.43,0,0,0
10712,True,0.93,0.43,0,0,0
10713,True,0.93,0.43,0,0,0
10714,True,0.93,0.43,0,0,0
10715,False,0.93,0.43,0,0,-1
10716,True,0.93,0.43,0,0,0
10717,True,0.93,0.43,0,0,0
10718,True,0.93,0.43,0,0,0
10719,True,0.93,0.43,0,0,0
10720,True,0.93,0.43,0,0,0
10721,False,0.93,0.43,1,1,1
10722,True,0.93,0.43,0,0,0
10723,True,0.93,0.43,0,0,0
10724,True,0.93,0.43,0,0,0
10725,False,0.93,0.43,1,1,1
10726,True,0.93,0.43,0,0,0
10727,True,0.93,0.43,0,0,0
10728,False,0.93,0.43,1,1,1
10729,True,0.93,0.43,0,0,0
10730,True,0.93,0.43,0,0,0
10731,True,0.93,0.43,0,0,0
10732,True,0.93,0.43,0,0,0
10733,True,0.93,0.43,0,0,0
10734,True,0.93,0.43,0,0,0
10735,False,0.93,0.43,0,0,-1
10736,True,0.93,0.43,0,0,0
10737,True,0.93,0.43,0,0,0
10738,True,0.93,0.43,0,0,0
10739,True,0.93,0.43,0,0,0
10740,True,0.93,0.43,0,0,0
10741,True,0.93,0.43,0,0,0
10742,True,0.93,0.43,0,0,0
10743,False,0.93,0.43,1,1,1
10744,True,0.93,0.43,0,0,0
10745,True,0.93,0.43,0,0,0
10746,True,0.93,0.43,0,0,0
10747,True,0.93,0.43,0,0,0
10748,True,0.93,0.43,0,0,0
10749,True,0.93,0.43,0,0,0
10750,True,0.93,0.43,0,0,0
10751,True,0.93,0.43,0,0,0
10752,True,0.93,0.43,0,0,0
10753,True,0.93,0.43,0,0,0
10754,True,0.93,0.43,0,0,0
10755,True,0.93,0.43,0,0,0
10756,True,0.93,0.43,0,0,0
10757,True,0.93,0.43,0,0,0
10758,True,0.93,0.43,0,0,0
10759,False,0.93,0.43,1,1,1
10760,True,0.93,0.43,0,0,0
10761,True,0.93,0.43,0,0,0
10762,True,0.93,0.43,0,0,0
10763,True,0.93,0.43,0,0,0
10764,True,0.93,0.43,0,0,0
10765,True,0.93,0.43,0,0,0
10766,False,0.93,0.43,0,0,-1
10767,False,0.93,0.43,1,1,1
10768,True,0.93,0.43,0,0,0
10769,True,0.93,0.43,0,0,0
10770,True,0.93,0.43,0,0,0
10771,True,0.93,0.43,0,0,0
10772,True,0.93,0.43,0,0,0
10773,True,0.93,0.43,0,0,0
10774,True,0.93,0.43,0,0,0
10775,True,0.93,0.43,0,0,0
10776,True,0.93,0.43,0,0,0
10777,True,0.93,0.43,0,0,0
10778,False,0.93,0.43,1,1,1
10779,True,0.93,0.43,0,0,0
10780,True,0.93,0.43,0,0,0
10781,True,0.93,0.43,0,0,0
10782,True,0.93,0.43,0,0,0
10783,True,0.93,0.43,0,0,0
10784,True,0.93,0.43,0,0,0
10785,True,0.93,0.43,0,0,0
10786,True,0.93,0.43,0,0,0
10787,True,0.93,0.43,0,0,0
10788,True,0.93,0.43,0,0,0
10789,True,0.93,0.43,0,0,0
10790,True,0.93,0.43,0,0,0
10791,False,0.93,0.43,1,1,1
10792,True,0.93,0.43,0,0,0
10793,True,0.93,0.43,0,0,0
10794,False,0.93,0.43,1,1,1
10795,True,0.93,0.43,0,0,0
10796,True,0.93,0.43,0,0,0
10797,True,0.93,0.43,0,0,0
10798,True,0.93,0.43,0,0,0
10799,True,0.93,0.43,0,0,0
10800,True,0.93,0.43,0,0,0
10801,True,0.93,0.43,0,0,0
10802,True,0.93,0.43,0,0,0
10803,True,0.93,0.43,0,0,0
10804,True,0.93,0.43,0,0,0
10805,True,0.93,0.43,0,0,0
10806,False,0.93,0.43,1,1,1
10807,True,0.93,0.43,0,0,0
10808,True,0.93,0.43,0,0,0
10809,True,0.93,0.43,0,0,0
10810,True,0.93,0.43,0,0,0
10811,True,0.93,0.43,0,0,0
10812,True,0.93,0.43,0,0,0
10813,True,0.93,0.43,0,0,0
10814,True,0.93,0.43,0,0,0
10815,True,0.93,0.43,0,0,0
10816,True,0.93,0.43,0,0,0
10817,True,0.93,0.43,0,0,0
10818,True,0.93,0.43,0,0,0
10819,True,0.93,0.43,0,0,0
10820,False,0.93,0.43,1,1,1
10821,True,0.93,0.43,0,0,0
10822,True,0.93,0.43,0,0,0
10823,True,0.93,0.43,0,0,0
10824,True,0.93,0.43,0,0,0
10825,True,0.93,0.43,0,0,0
10826,False,0.93,0.43,1,1,1
10827,True,0.93,0.43,0,0,0
10828,True,0.93,0.43,0,0,0
10829,True,0.93,0.43,0,0,0
10830,False,0.93,0.43,1,1,1
10831,True,0.93,0.43,0,0,0
10832,True,0.93,0.43,0,0,0
10833,True,0.93,0.43,0,0,0
10834,True,0.93,0.43,0,0,0
10835,True,0.93,0.43,0,0,0
10836,True,0.93,0.43,0,0,0
10837,False,0.93,0.43,1,1,1
10838,True,0.93,0.43,0,0,0
10839,True,0.93,0.43,0,0,0
10840,True,0.93,0.43,0,0,0
10841,True,0.93,0.43,0,0,0
10842,True,0.93,0.43,0,0,0
10843,True,0.93,0.43,0,0,0
10844,True,0.93,0.43,0,0,0
10845,True,0.93,0.43,0,0,0
10846,True,0.93,0.43,0,0,0
10847,True,0.93,0.43,0,0,0
10848,True,0.93,0.43,0,0,0
10849,True,0.93,0.43,0,0,0
10850,True,0.93,0.43,0,0,0
10851,True,0.93,0.43,0,0,0
10852,True,0.93,0.43,0,0,0
10853,True,0.93,0.43,0,0,0
10854,True,0.93,0.43,0,0,0
10855,True,0.93,0.43,0,0,0
10856,True,0.93,0.43,0,0,0
10857,True,0.93,0.43,0,0,0
10858,True,0.93,0.43,0,0,0
10859,True,0.93,0.43,0,0,0
10860,True,0.93,0.43,0,0,0
10861,True,0.93,0.43,0,0,0
10862,True,0.93,0.43,0,0,0
10863,False,0.93,0.43,1,1,1
10864,True,0.93,0.43,0,0,0
10865,True,0.93,0.43,0,0,0
10866,True,0.93,0.43,0,0,0
10867,True,0.93,0.43,0,0,0
10868,True,0.93,0.43,0,0,0
10869,True,0.93,0.43,0,0,0
10870,True,0.93,0.43,0,0,0
10871,True,0.93,0.43,0,0,0
10872,True,0.93,0.43,0,0,0
10873,True,0.93,0.43,0,0,0
10874,True,0.93,0.43,0,0,0
10875,True,0.93,0.43,0,0,0
10876,True,0.93,0.43,0,0,0
10877,True,0.93,0.43,0,0,0
10878,True,0.93,0.43,0,0,0
10879,True,0.93,0.43,0,0,0
10880,False,0.93,0.43,0,0,-1
10881,True,0.93,0.43,0,0,0
10882,True,0.93,0.43,0,0,0
10883,True,0.93,0.43,0,0,0
10884,True,0.93,0.43,0,0,0
10885,False,0.93,0.43,0,0,-1
10886,True,0.93,0.43,0,0,0
10887,True,0.93,0.43,0,0,0
10888,True,0.93,0.43,0,0,0
10889,True,0.93,0.43,0,0,0
10890,True,0.93,0.43,0,0,0
10891,False,0.93,0.43,0,0,-1
10892,True,0.93,0.43,0,0,0
10893,True,0.93,0.43,0,0,0
10894,True,0.93,0.43,0,0,0
10895,True,0.93,0.43,0,0,0
10896,True,0.93,0.43,0,0,0
10897,True,0.93,0.43,0,0,0
10898,False,0.93,0.43,1,1,1
10899,True,0.93,0.43,0,0,0
10900,True,0.93,0.43,0,0,0
10901,True,0.93,0.43,0,0,0
10902,True,0.93,0.43,0,0,0
10903,True,0.93,0.43,0,0,0
10904,True,0.93,0.43,0,0,0
10905,True,0.93,0.43,0,0,0
10906,True,0.93,0.43,0,0,0
10907,True,0.93,0.43,0,0,0
10908,True,0.93,0.43,0,0,0
10909,True,0.93,0.43,0,0,0
10910,True,0.93,0.43,0,0,0
10911,True,0.93,0.43,0,0,0
10912,True,0.93,0.43,0,0,0
10913,True,0.93,0.43,0,0,0
10914,True,0.93,0.43,0,0,0
10915,True,0.93,0.43,0,0,0
10916,True,0.93,0.43,0,0,0
10917,True,0.93,0.43,0,0,0
10918,True,0.93,0.43,0,0,0
10919,True,0.93,0.43,0,0,0
10920,True,0.93,0.43,0,0,0
10921,True,0.93,0.43,0,0,0
10922,True,0.93,0.43,0,0,0
10923,True,0.93,0.43,0,0,0
10924,False,0.93,0.43,0,0,-1
10925,True,0.93,0.43,0,0,0
10926,True,0.93,0.43,0,0,0
10927,True,0.93,0.43,0,0,0
10928,True,0.93,0.43,0,0,0
10929,True,0.93,0.43,0,0,0
10930,True,0.93,0.43,0,0,0
10931,True,0.93,0.43,0,0,0
10932,True,0.93,0.43,0,0,0
10933,True,0.93,0.43,0,0,0
10934,True,0.93,0.43,0,0,0
10935,True,0.93,0.43,0,0,0
10936,True,0.93,0.43,0,0,0
10937,True,0.93,0.43,0,0,0
10938,True,0.93,0.43,0,0,0
10939,True,0.93,0.43,0,0,0
10940,True,0.93,0.43,0,0,0
10941,False,0.93,0.43,1,1,1
10942,True,0.93,0.43,0,0,0
10943,True,0.93,0.43,0,0,0
10944,True,0.93,0.43,0,0,0
10945,True,0.93,0.43,0,0,0
10946,True,0.93,0.43,0,0,0
10947,True,0.93,0.43,0,0,0
10948,True,0.93,0.43,0,0,0
10949,True,0.93,0.43,0,0,0
10950,False,0.93,0.43,1,1,1
10951,True,0.93,0.43,0,0,0
10952,True,0.93,0.43,0,0,0
10953,True,0.93,0.43,0,0,0
10954,True,0.93,0.43,0,0,0
10955,True,0.93,0.43,0,0,0
10956,True,0.93,0.43,0,0,0
10957,True,0.93,0.43,0,0,0
10958,True,0.93,0.43,0,0,0
10959,True,0.93,0.43,0,0,0
10960,True,0.93,0.43,0,0,0
10961,True,0.93,0.43,0,0,0
10962,True,0.93,0.43,0,0,0
10963,True,0.93,0.43,0,0,0
10964,True,0.93,0.43,0,0,0
10965,True,0.93,0.43,0,0,0
10966,True,0.93,0.43,0,0,0
10967,True,0.93,0.43,0,0,0
10968,True,0.93,0.43,0,0,0
10969,True,0.93,0.43,0,0,0
10970,True,0.93,0.43,0,0,0
10971,True,0.93,0.43,0,0,0
10972,True,0.93,0.43,0,0,0
10973,True,0.93,0.43,0,0,0
10974,False,0.93,0.43,0,0,-1
10975,True,0.93,0.43,0,0,0
10976,True,0.93,0.43,0,0,0
10977,True,0.93,0.43,0,0,0
10978,True,0.93,0.43,0,0,0
10979,True,0.93,0.43,0,0,0
10980,True,0.93,0.43,0,0,0
10981,True,0.93,0.43,0,0,0
10982,False,0.93,0.43,0,0,-1
10983,True,0.93,0.43,0,0,0
10984,True,0.93,0.43,0,0,0
10985,False,0.93,0.43,1,1,1
10986,True,0.93,0.43,0,0,0
10987,True,0.93,0.43,0,0,0
10988,True,0.93,0.43,0,0,0
10989,True,0.93,0.43,0,0,0
10990,True,0.93,0.43,0,0,0
10991,True,0.93,0.43,0,0,0
10992,True,0.93,0.43,0,0,0
10993,True,0.93,0.43,0,0,0
10994,True,0.93,0.43,0,0,0
10995,False,0.93,0.43,1,1,1
10996,True,0.93,0.43,0,0,0
10997,True,0.93,0.43,0,0,0
10998,True,0.93,0.43,0,0,0
10999,True,0.93,0.43,0,0,0
11000,True,0.44,0.59,0,0,0
11001,False,0.44,0.59,0,0,-1
11002,True,0.44,0.59,0,0,0
11003,True,0.44,0.59,0,0,0
11004,False,0.44,0.59,0,0,-1
11005,False,0.44,0.59,0,0,-1
11006,False,0.44,0.59,1,1,1
11007,False,0.44,0.59,0,0,-1
11008,False,0.44,0.59,1,1,1
11009,False,0.44,0.59,0,0,-1
11010,True,0.44,0.59,0,0,0
11011,False,0.44,0.59,0,0,-1
11012,False,0.44,0.59,1,1,1
11013,False,0.44,0.59,1,1,1
11014,False,0.44,0.59,0,0,-1
11015,False,0.44,0.59,1,1,1
11016,False,0.44,0.59,0,0,-1
11017,False,0.44,0.59,0,0,-1
11018,True,0.44,0.59,0,0,0
11019,True,0.44,0.59,0,0,0
11020,True,0.44,0.59,0,0,0
11021,False,0.44,0.59,1,1,1
11022,True,0.44,0.59,0,0,0
11023,False,0.44,0.59,0,0,-1
11024,True,0.44,0.59,0,0,0
11025,False,0.44,0.59,1,1,1
11026,False,0.44,0.59,0,0,-1
11027,True,0.44,0.59,0,0,0
11028,False,0.44,0.59,0,0,-1
11029,True,0.44,0.59,0,0,0
11030,False,0.44,0.59,0,0,-1
11031,False,0.44,0.59,0,0,-1
11032,False,0.44,0.59,0,0,-1
11033,False,0.44,0.59,1,1,1
11034,False,0.44,0.59,1,1,1
11035,True,0.44,0.59,0,0,0
11036,True,0.44,0.59,0,0,0
11037,False,0.44,0.59,0,0,-1
11038,False,0.44,0.59,0,0,-1
11039,False,0.44,0.59,1,1,1
11040,True,0.44,0.59,0,0,0
11041,False,0.44,0.59,0,0,-1
11042,False,0.44,0.59,1,1,1
11043,True,0.44,0.59,0,0,0
11044,False,0.44,0.59,1,1,1
11045,False,0.44,0.59,0,0,-1
11046,False,0.44,0.59,1,1,1
11047,True,0.44,0.59,0,0,0
11048,True,0.44,0.59,0,0,0
11049,False,0.44,0.59,0,0,-1
11050,True,0.44,0.59,0,0,0
11051,False,0.44,0.59,0,0,-1
11052,False,0.44,0.59,0,0,-1
11053,True,0.44,0.59,0,0,0
11054,True,0.44,0.59,0,0,0
11055,False,0.44,0.59,1,1,1
11056,False,0.44,0.59,1,1,1
11057,False,0.44,0.59,1,1,1
11058,False,0.44,0.59,1,1,1
11059,True,0.44,0.59,0,0,0
11060,True,0.44,0.59,0,0,0
11061,False,0.44,0.59,0,0,-1
11062,False,0.44,0.59,0,0,-1
11063,False,0.44,0.59,1,1,1
11064,False,0.44,0.59,1,1,1
11065,False,0.44,0.59,0,0,-1
11066,True,0.44,0.59,0,0,0
11067,True,0.44,0.59,0,0,0
11068,True,0.44,0.59,0,0,0
11069,False,0.44,0.59,0,0,-1
11070,False,0.44,0.59,0,0,-1
11071,False,0.44,0.59,0,0,-1
11072,False,0.44,0.59,1,1,1
11073,False,0.44,0.59,0,0,-1
11074,True,0.44,0.59,0,0,0
11075,False,0.44,0.59,0,0,-1
11076,True,0.44,0.59,0,0,0
11077,True,0.44,0.59,0,0,0
11078,False,0.44,0.59,1,1,1
11079,True,0.44,0.59,0,0,0
11080,True,0.44,0.59,0,0,0
11081,True,0.44,0.59,0,0,0
11082,True,0.44,0.59,0,0,0
11083,True,0.44,0.59,0,0,0
11084,False,0.44,0.59,0,0,-1
11085,True,0.44,0.59,0,0,0
11086,True,0.44,0.59,0,0,0
11087,False,0.44,0.59,0,0,-1
11088,True,0.44,0.59,0,0,0
11089,True,0.44,0.59,0,0,0
11090,False,0.44,0.59,0,0,-1
11091,False,0.44,0.59,0,0,-1
11092,False,0.44,0.59,0,0,-1
11093,True,0.44,0.59,0,0,0
11094,True,0.44,0.59,0,0,0
11095,True,0.44,0.59,0,0,0
11096,True,0.44,0.59,0,0,0
11097,False,0.44,0.59,0,0,-1
11098,False,0.44,0.59,0,0,-1
11099,False,0.44,0.59,0,0,-1
11100,False,0.44,0.59,1,1,1
11101,False,0.44,0.59,0,0,-1
11102,False,0.44,0.59,1,1,1
11103,False,0.44,0.59,0,0,-1
11104,False,0.44,0.59,0,0,-1
11105,True,0.44,0.59,0,0,0
11106,True,0.44,0.59,0,0,0
11107,True,0.44,0.59,0,0,0
11108,False,0.44,0.59,0,0,-1
11109,True,0.44,0.59,0,0,0
11110,False,0.44,0.59,0,0,-1
11111,False,0.44,0.59,0,0,-1
11112,True,0.44,0.59,0,0,0
11113,False,0.44,0.59,0,0,-1
11114,False,0.44,0.59,1,1,1
11115,True,0.44,0.59,0,0,0
11116,True,0.44,0.59,0,0,0
11117,False,0.44,0.59,0,0,-1
11118,False,0.44,0.59,0,0,-1
11119,False,0.44,0.59,0,0,-1
11120,False,0.44,0.59,1,1,1
11121,False,0.44,0.59,1,1,1
11122,True,0.44,0.59,0,0,0
11123,False,0.44,0.59,0,0,-1
11124,False,0.44,0.59,0,0,-1
11125,False,0.44,0.59,0,0,-1
11126,False,0.44,0.59,0,0,-1
11127,False,0.44,0.59,1,1,1
11128,False,0.44,0.59,1,1,1
11129,False,0.44,0.59,0,0,-1
11130,False,0.44,0.59,1,1,1
11131,True,0.44,0.59,0,0,0
11132,True,0.44,0.59,0,0,0
11133,True,0.44,0.59,0,0,0
11134,False,0.44,0.59,0,0,-1
11135,False,0.44,0.59,1,1,1
11136,False,0.44,0.59,1,1,1
11137,True,0.44,0.59,0,0,0
11138,True,0.44,0.59,0,0,0
11139,False,0.44,0.59,0,0,-1
11140,False,0.44,0.59,1,1,1
11141,True,0.44,0.59,0,0,0
11142,False,0.44,0.59,0,0,-1
11143,False,0.44,0.59,0,0,-1
11144,False,0.44,0.59,0,0,-1
11145,False,0.44,0.59,0,0,-1
11146,False,0.44,0.59,0,0,-1
11147,True,0.44,0.59,0,0,0
11148,True,0.44,0.59,0,0,0
11149,False,0.44,0.59,1,1,1
11150,False,0.44,0.59,0,0,-1
11151,False,0.44,0.59,1,1,1
11152,True,0.44,0.59,0,0,0
11153,True,0.44,0.59,0,0,0
11154,True,0.44,0.59,0,0,0
11155,False,0.44,0.59,0,0,-1
11156,True,0.44,0.59,0,0,0
11157,True,0.44,0.59,0,0,0
11158,True,0.44,0.59,0,0,0
11159,False,0.44,0.59,0,0,-1
11160,True,0.44,0.59,0,0,0
11161,False,0.44,0.59,0,0,-1
11162,True,0.44,0.59,0,0,0
11163,True,0.44,0.59,0,0,0
11164,True,0.44,0.59,0,0,0
11165,True,0.44,0.59,0,0,0
11166,False,0.44,0.59,0,0,-1
11167,True,0.44,0.59,0,0,0
11168,False,0.44,0.59,1,1,1
11169,True,0.44,0.59,0,0,0
11170,True,0.44,0.59,0,0,0
11171,True,0.44,0.59,0,0,0
11172,True,0.44,0.59,0,0,0
11173,True,0.44,0.59,0,0,0
11174,False,0.44,0.59,1,1,1
11175,False,0.44,0.59,1,1,1
11176,False,0.44,0.59,0,0,-1
11177,True,0.44,0.59,0,0,0
11178,True,0.44,0.59,0,0,0
11179,True,0.44,0.59,0,0,0
11180,False,0.44,0.59,0,0,-1
11181,True,0.44,0.59,0,0,0
11182,False,0.44,0.59,0,0,-1
11183,False,0.44,0.59,0,0,-1
11184,True,0.44,0.59,0,0,0
11185,False,0.44,0.59,0,0,-1
11186,False,0.44,0.59,0,0,-1
11187,True,0.44,0.59,0,0,0
11188,True,0.44,0.59,0,0,0
11189,True,0.44,0.59,0,0,0
11190,True,0.44,0.59,0,0,0
11191,True,0.44,0.59,0,0,0
11192,True,0.44,0.59,0,0,0
11193,False,0.44,0.59,1,1,1
11194,False,0.44,0.59,0,0,-1
11195,False,0.44,0.59,0,0,-1
11196,False,0.44,0.59,0,0,-1
11197,False,0.44,0.59,0,0,-1
11198,False,0.44,0.59,0,0,-1
11199,False,0.44,0.59,0,0,-1
11200,False,0.44,0.59,0,0,-1
11201,False,0.44,0.59,1,1,1
11202,True,0.44,0.59,0,0,0
11203,True,0.44,0.59,0,0,0
11204,True,0.44,0.59,0,0,0
11205,False,0.44,0.59,0,0,-1
11206,False,0.44,0.59,1,1,1
11207,False,0.44,0.59,1,1,1
11208,False,0.44,0.59,0,0,-1
11209,True,0.44,0.59,0,0,0
11210,True,0.44,0.59,0,0,0
11211,False,0.44,0.59,0,0,-1
11212,True,0.44,0.59,0,0,0
11213,True,0.44,0.59,0,0,0
11214,False,0.44,0.59,1,1,1
11215,False,0.44,0.59,0,0,-1
11216,True,0.44,0.59,0,0,0
11217,False,0.44,0.59,0,0,-1
11218,False,0.44,0.59,1,1,1
11219,False,0.44,0.59,0,0,-1
11220,False,0.44,0.59,0,0,-1
11221,False,0.44,0.59,0,0,-1
11222,True,0.44,0.59,0,0,0
11223,True,0.44,0.59,0,0,0
11224,True,0.44,0.59,0,0,0
11225,True,0.44,0.59,0,0,0
11226,True,0.44,0.59,0,0,0
11227,False,0.44,0.59,1,1,1
11228,False,0.44,0.59,1,1,1
11229,True,0.44,0.59,0,0,0
11230,True,0.44,0.59,0,0,0
11231,False,0.44,0.59,0,0,-1
11232,False,0.44,0.59,0,0,-1
11233,True,0.44,0.59,0,0,0
11234,False,0.44,0.59,1,1,1
11235,False,0.44,0.59,0,0,-1
11236,False,0.44,0.59,0,0,-1
11237,True,0.44,0.59,0,0,0
11238,True,0.44,0.59,0,0,0
11239,False,0.44,0.59,1,1,1
11240,True,0.44,0.59,0,0,0
11241,True,0.44,0.59,0,0,0
11242,False,0.44,0.59,0,0,-1
11243,False,0.44,0.59,0,0,-1
11244,False,0.44,0.59,1,1,1
11245,True,0.44,0.59,0,0,0
11246,False,0.44,0.59,1,1,1
11247,True,0.44,0.59,0,0,0
11248,True,0.44,0.59,0,0,0
11249,False,0.44,0.59,1,1,1
11250,True,0.44,0.59,0,0,0
11251,False,0.44,0.59,0,0,-1
11252,False,0.44,0.59,1,1,1
11253,False,0.44,0.59,0,0,-1
11254,False,0.44,0.59,0,0,-1
11255,True,0.44,0.59,0,0,0
11256,True,0.44,0.59,0,0,0
11257,True,0.44,0.59,0,0,0
11258,True,0.44,0.59,0,0,0
11259,False,0.44,0.59,1,1,1
11260,False,0.44,0.59,1,1,1
11261,True,0.44,0.59,0,0,0
11262,False,0.44,0.59,0,0,-1
11263,True,0.44,0.59,0,0,0
11264,True,0.44,0.59,0,0,0
11265,True,0.44,0.59,0,0,0
11266,False,0.44,0.59,0,0,-1
11267,True,0.44,0.59,0,0,0
11268,True,0.44,0.59,0,0,0
11269,True,0.44,0.59,0,0,0
11270,True,0.44,0.59,0,0,0
11271,False,0.44,0.59,0,0,-1
11272,False,0.44,0.59,0,0,-1
11273,True,0.44,0.59,0,0,0
11274,True,0.44,0.59,0,0,0
11275,True,0.44,0.59,0,0,0
11276,False,0.44,0.59,1,1,1
11277,True,0.44,0.59,0,0,0
11278,False,0.44,0.59,1,1,1
11279,True,0.44,0.59,0,0,0
11280,False,0.44,0.59,1,1,1
11281,True,0.44,0.59,0,0,0
11282,False,0.44,0.59,0,0,-1
11283,False,0.44,0.59,0,0,-1
11284,False,0.44,0.59,1,1,1
11285,True,0.44,0.59,0,0,0
11286,False,0.44,0.59,0,0,-1
11287,True,0.44,0.59,0,0,0
11288,False,0.44,0.59,0,0,-1
11289,False,0.44,0.59,1,1,1
11290,False,0.44,0.59,1,1,1
11291,False,0.44,0.59,1,1,1
11292,False,0.44,0.59,0,0,-1
11293,False,0.44,0.59,1,1,1
11294,True,0.44,0.59,0,0,0
11295,False,0.44,0.59,0,0,-1
11296,True,0.44,0.59,0,0,0
11297,False,0.44,0.59,0,0,-1
11298,True,0.44,0.59,0,0,0
11299,False,0.44,0.59,1,1,1
11300,False,0.44,0.59,0,0,-1
11301,False,0.44,0.59,1,1,1
11302,True,0.44,0.59,0,0,0
11303,False,0.44,0.59,0,0,-1
11304,True,0.44,0.59,0,0,0
11305,False,0.44,0.59,1,1,1
11306,False,0.44,0.59,0,0,-1
11307,False,0.44,0.59,0,0,-1
11308,False,0.44,0.59,1,1,1
11309,True,0.44,0.59,0,0,0
11310,True,0.44,0.59,0,0,0
11311,True,0.44,0.59,0,0,0
11312,True,0.44,0.59,0,0,0
11313,False,0.44,0.59,0,0,-1
11314,False,0.44,0.59,0,0,-1
11315,False,0.44,0.59,0,0,-1
11316,True,0.44,0.59,0,0,0
11317,True,0.44,0.59,0,0,0
11318,True,0.44,0.59,0,0,0
11319,True,0.44,0.59,0,0,0
11320,True,0.44,0.59,0,0,0
11321,True,0.44,0.59,0,0,0
11322,True,0.44,0.59,0,0,0
11323,True,0.44,0.59,0,0,0
11324,True,0.44,0.59,0,0,0
11325,True,0.44,0.59,0,0,0
11326,False,0.44,0.59,1,1,1
11327,True,0.44,0.59,0,0,0
11328,False,0.44,0.59,0,0,-1
11329,True,0.44,0.59,0,0,0
11330,True,0.44,0.59,0,0,0
11331,False,0.44,0.59,0,0,-1
11332,False,0.44,0.59,0,0,-1
11333,True,0.44,0.59,0,0,0
11334,False,0.44,0.59,0,0,-1
11335,False,0.44,0.59,0,0,-1
11336,True,0.44,0.59,0,0,0
11337,False,0.44,0.59,1,1,1
11338,True,0.44,0.59,0,0,0
11339,True,0.44,0.59,0,0,0
11340,True,0.44,0.59,0,0,0
11341,False,0.44,0.59,0,0,-1
11342,False,0.44,0.59,1,1,1
11343,False,0.44,0.59,1,1,1
11344,True,0.44,0.59,0,0,0
11345,True,0.44,0.59,0,0,0
11346,False,0.44,0.59,0,0,-1
11347,False,0.44,0.59,1,1,1
11348,False,0.44,0.59,0,0,-1
11349,False,0.44,0.59,1,1,1
11350,False,0.44,0.59,0,0,-1
11351,False,0.44,0.59,0,0,-1
11352,True,0.44,0.59,0,0,0
11353,True,0.44,0.59,0,0,0
11354,True,0.44,0.59,0,0,0
11355,False,0.44,0.59,1,1,1
11356,False,0.44,0.59,1,1,1
11357,False,0.44,0.59,0,0,-1
11358,False,0.44,0.59,0,0,-1
11359,False,0.44,0.59,1,1,1
11360,False,0.44,0.59,0,0,-1
11361,True,0.44,0.59,0,0,0
11362,False,0.44,0.59,1,1,1
11363,True,0.44,0.59,0,0,0
11364,False,0.44,0.59,1,1,1
11365,False,0.44,0.59,1,1,1
11366,True,0.44,0.59,0,0,0
11367,False,0.44,0.59,1,1,1
11368,True,0.44,0.59,0,0,0
11369,False,0.44,0.59,1,1,1
11370,False,0.44,0.59,0,0,-1
11371,False,0.44,0.59,0,0,-1
11372,True,0.44,0.59,0,0,0
11373,True,0.44,0.59,0,0,0
11374,False,0.44,0.59,0,0,-1
11375,True,0.44,0.59,0,0,0
11376,False,0.44,0.59,1,1,1
11377,False,0.44,0.59,1,1,1
11378,False,0.44,0.59,0,0,-1
11379,True,0.44,0.59,0,0,0
11380,False,0.44,0.59,0,0,-1
11381,True,0.44,0.59,0,0,0
11382,True,0.44,0.59,0,0,0
11383,False,0.44,0.59,0,0,-1
11384,False,0.44,0.59,0,0,-1
11385,True,0.44,0.59,0,0,0
11386,True,0.44,0.59,0,0,0
11387,True,0.44,0.59,0,0,0
11388,True,0.44,0.59,0,0,0
11389,False,0.44,0.59,1,1,1
11390,False,0.44,0.59,0,0,-1
11391,True,0.44,0.59,0,0,0
11392,True,0.44,0.59,0,0,0
11393,True,0.44,0.59,0,0,0
11394,False,0.44,0.59,0,0,-1
11395,True,0.44,0.59,0,0,0
11396,False,0.44,0.59,1,1,1
11397,True,0.44,0.59,0,0,0
11398,False,0.44,0.59,1,1,1
11399,True,0.44,0.59,0,0,0
11400,False,0.44,0.59,0,0,-1
11401,False,0.44,0.59,0,0,-1
11402,False,0.44,0.59,1,1,1
11403,True,0.44,0.59,0,0,0
11404,True,0.44,0.59,0,0,0
11405,True,0.44,0.59,0,0,0
11406,False,0.44,0.59,1,1,1
11407,True,0.44,0.59,0,0,0
11408,False,0.44,0.59,0,0,-1
11409,True,0.44,0.59,0,0,0
11410,False,0.44,0.59,1,1,1
11411,False,0.44,0.59,0,0,-1
11412,True,0.44,0.59,0,0,0
11413,False,0.44,0.59,0,0,-1
11414,False,0.44,0.59,1,1,1
11415,False,0.44,0.59,0,0,-1
11416,False,0.44,0.59,0,0,-1
11417,True,0.44,0.59,0,0,0
